idn,idm
845,1665
846,1206
847,1938
848,731
849,1113
850,1292
851,1521
852,425
853,1556
854,1698
855,839
856,1474
857,1400
858,1866
859,464
860,1511
861,1071
862,898
863,733
864,1010
865,951
866,881
867,875
868,1175
869,1400
870,1862
871,455
872,327
873,565
874,890
875,1492
876,350
877,203
878,1908
879,847
880,1727
881,993
882,1315
883,1842
884,1939
885,158
886,666
887,258
888,1755
889,1705
890,397
891,833
892,1029
893,42
894,1438
895,1734
896,486
897,1640
898,1980
899,38
900,644
901,1797
902,1546
903,890
904,1781
905,1246
906,1561
907,74
908,1673
909,1111
910,591
911,97
912,1134
913,471
914,1982
915,956
916,1197
917,1132
918,289
919,518
920,234
921,559
922,404
923,1357
924,465
925,1317
926,1799
927,889
928,1883
929,1796
930,1206
931,694
932,806
933,743
934,1897
935,1436
936,888
937,1602
938,1784
939,1918
940,1693
941,1883
942,392
943,934
944,44
945,1609
946,12
947,1165
948,224
949,827
950,672
951,1354
952,1383
953,1334
954,1093
955,763
956,1995
957,1003
958,69
959,922
960,396
961,1225
962,327
963,926
964,1837
965,824
966,780
967,773
968,318
969,131
970,1532
971,1299
972,1469
973,1028
974,1701
975,1335
976,1901
977,1221
978,1024
979,1176
980,1321
981,1320
982,87
983,1848
984,999
985,196
986,455
987,390
988,1195
989,110
990,703
991,368
992,1261
993,1039
994,1058
995,425
996,1148
997,458
998,18
999,419
1000,1007
1001,156
1002,1187
1003,1728
1004,1562
1005,277
1006,1021
1007,1458
1008,810
1009,172
1010,371
1011,1757
1012,1731
1013,48
1014,1783
1015,290
1016,1369
1017,1523
1018,572
1019,1886
1020,369
1021,720
1022,816
1023,1445
1024,1130
1025,1961
1026,1796
1027,1671
1028,1937
1029,766
1030,1246
1031,1086
1032,1337
1033,1042
1034,401
1035,1927
1036,1863
1037,1226
1038,1090
1039,1826
1040,1257
1041,1438
1042,489
1043,1426
1044,171
1045,683
1046,542
1047,296
1048,1872
1049,718
1050,1202
1051,1870
1052,361
1053,1936
1054,666
1055,726
1056,326
1057,49
1058,392
1059,1403
1060,704
1061,466
1062,1840
1063,1678
1064,1618
1065,416
1066,1564
1067,576
1068,1227
1069,1719
1070,1175
1071,636
1072,34
1073,585
1074,1862
1075,1608
1076,1772
1077,903
1078,1206
1079,1721
1080,1488
1081,1488
1082,222
1083,232
1084,1993
1085,1529
1086,1780
1087,1656
1088,699
1089,630
1090,698
1091,247
1092,1694
1093,1260
1094,378
1095,1679
1096,46
1097,1862
1098,1495
1099,1457
1100,1962
1101,450
1102,1806
1103,1371
1104,1553
1105,1478
1106,977
1107,1733
1108,1240
1109,1581
1110,1275
1111,1662
1112,1689
1113,828
1114,1679
1115,439
1116,1604
1117,1804
1118,232
1119,905
1120,1768
1121,124
1122,1165
1123,893
1124,819
1125,1756
1126,160
1127,643
1128,168
1129,402
1130,834
1131,16
1132,1911
1133,1773
1134,871
1135,108
1136,1761
1137,394
1138,395
1139,710
1140,1248
1141,1266
1142,819
1143,146
1144,151
1145,1317
1146,1427
1147,308
1148,1465
1149,118
1150,1222
1151,743
1152,1344
1153,700
1154,229
1155,543
1156,85
1157,450
1158,208
1159,1663
1160,1450
1161,1437
1162,1661
1163,361
1164,1410
1165,1971
1166,605
1167,1022
1168,1265
1169,537
1170,348
1171,70
1172,605
1173,576
1174,678
1175,1968
1176,1194
1177,1097
1178,16
1179,1744
1180,1157
1181,1406
1182,311
1183,1051
1184,1951
1185,358
1186,536
1187,1938
1188,1012
1189,534
1190,1891
1191,208
1192,1990
1193,224
1194,792
1195,585
1196,265
1197,902
1198,1775
1199,605
1200,1065
1201,1627
1202,1449
1203,1504
1204,1379
1205,1257
1206,1878
1207,86
1208,1387
1209,1439
1210,1436
1211,1525
1212,1366
1213,1121
1214,1010
1215,279
1216,1296
1217,850
1218,24
1219,594
1220,153
1221,1674
1222,461
1223,1621
1224,950
1225,593
1226,1790
1227,964
1228,143
1229,1193
1230,876
1231,1658
1232,443
1233,515
1234,231
1235,1020
1236,10
1237,328
1238,885
1239,459
1240,1569
1241,1422
1242,484
1243,60
1244,1265
1245,1226
1246,65
1247,1930
1248,1109
1249,236
1250,258
1251,1375
1252,727
1253,950
1254,1966
1255,509
1256,1692
1257,574
1258,1420
1259,914
1260,1835
1261,1197
1262,1129
1263,228
1264,240
1265,1947
1266,1709
1267,1735
1268,514
1269,659
1270,119
1271,1604
1272,1123
1273,1683
1274,1078
1275,1220
1276,152
1277,1260
1278,1071
1279,537
1280,78
1281,1865
1282,404
1283,973
1284,1469
1285,754
1286,1228
1287,1004
1288,354
1289,1292
1290,1096
1291,1660
1292,694
1293,890
1294,1226
1295,1285
1296,1426
1297,1783
1298,33
1299,1658
1300,1655
1301,121
1302,1593
1303,1866
1304,1715
1305,1656
1306,1005
1307,1138
1308,294
1309,1197
1310,40
1311,367
1312,1265
1313,1039
1314,1815
1315,1384
1316,1221
1317,1658
1318,686
1319,180
1320,584
1321,1547
1322,1522
1323,442
1324,972
1325,984
1326,1298
1327,1453
1328,1147
1329,1562
1330,366
1331,460
1332,1421
1333,1543
1334,1943
1335,1380
1336,123
1337,1017
1338,1587
1339,658
1340,1296
1341,1949
1342,814
1343,1166
1344,169
1345,1680
1346,1569
1347,204
1348,698
1349,1844
1350,1624
1351,1508
1352,1218
1353,1314
1354,1316
1355,285
1356,159
1357,1346
1358,409
1359,439
1360,996
1361,904
1362,445
1363,324
1364,492
1365,1537
1366,1188
1367,441
1368,1283
1369,1805
1370,1000
1371,454
1372,305
1373,1658
1374,986
1375,1211
1376,1720
1377,1959
1378,1705
1379,144
1380,509
1381,1304
1382,1506
1383,396
1384,1848
1385,687
1386,262
1387,1171
1388,913
1389,233
1390,97
1391,1963
1392,1953
1393,1502
1394,313
1395,1775
1396,1821
1397,702
1398,1726
1399,456
1400,1350
1401,1091
1402,722
1403,1073
1404,1296
1405,1103
1406,1291
1407,701
1408,969
1409,1329
1410,117
1411,1950
1412,1756
1413,1883
1414,1598
1415,122
1416,37
1417,1412
1418,187
1419,479
1420,598
1421,1139
1422,1986
1423,1882
1424,876
1425,524
1426,618
1427,1822
1428,915
1429,1117
1430,1331
1431,151
1432,768
1433,1598
1434,726
1435,1473
1436,839
1437,1079
1438,1537
1439,388
1440,975
1441,1600
1442,820
1443,1982
1444,1076
1445,182
1446,1478
1447,1094
1448,1135
1449,367
1450,1262
1451,944
1452,539
1453,333
1454,1166
1455,1642
1456,1880
1457,1770
1458,1017
1459,49
1460,315
1461,796
1462,562
1463,91
1464,879
1465,1142
1466,1302
1467,1480
1468,1129
1469,345
1470,1607
1471,506
1472,697
1473,1862
1474,1949
1475,344
1476,1254
1477,782
1478,145
1479,1803
1480,1110
1481,130
1482,1926
1483,1942
1484,1679
1485,1347
1486,1342
1487,681
1488,1482
1489,1880
1490,141
1491,1838
1492,1695
1493,1355
1494,1480
1495,780
1496,292
1497,1280
1498,943
1499,377
1500,1240
1501,1870
1502,631
1503,1082
1504,1502
1505,1667
1506,1543
1507,887
1508,1861
1509,501
1510,204
1511,365
1512,1956
1513,218
1514,1366
1515,568
1516,1652
1517,860
1518,1937
1519,96
1520,1289
1521,1864
1522,208
1523,729
1524,1850
1525,1609
1526,147
1527,673
1528,1748
1529,246
1530,1417
1531,1698
1532,802
1533,1881
1534,629
1535,967
1536,785
1537,191
1538,680
1539,1398
1540,253
1541,290
1542,100
1543,1811
1544,156
1545,1390
1546,1686
1547,498
1548,1871
1549,798
1550,1028
1551,241
1552,549
1553,22
1554,1737
1555,1771
1556,1358
1557,78
1558,1073
1559,1754
1560,1414
1561,3
1562,682
1563,206
1564,835
1565,1991
1566,535
1567,476
1568,919
1569,677
1570,777
1571,149
1572,1413
1573,174
1574,948
1575,542
1576,1324
1577,73
1578,1493
1579,1483
1580,529
1581,44
1582,399
1583,413
1584,887
1585,1651
1586,1430
1587,1614
1588,241
1589,93
1590,1028
1591,653
1592,1981
1593,74
1594,889
1595,1969
1596,1338
1597,888
1598,454
1599,493
1600,1242
1601,45
1602,1463
1603,304
1604,1496
1605,516
1606,665
1607,789
1608,181
1609,759
1610,136
1611,270
1612,1832
1613,1360
1614,1431
1615,1338
1616,141
1617,1369
1618,1384
1619,1904
1620,1490
1621,1160
1622,123
1623,53
1624,1928
1625,1822
1626,679
1627,1686
1628,1576
1629,1292
1630,401
1631,895
1632,1777
1633,502
1634,1631
1635,1483
1636,1168
1637,1726
1638,1226
1639,1841
1640,1645
1641,1302
1642,1371
1643,691
1644,985
1645,1952
1646,146
1647,783
1648,1630
1649,1737
1650,928
1651,195
1652,1205
1653,214
1654,1833
1655,99
1656,1179
1657,60
1658,30
1659,1617
1660,810
1661,1777
1662,558
1663,1784
1664,1198
1665,142
1666,1993
1667,1051
1668,464
1669,280
1670,1471
1671,1988
1672,1920
1673,48
1674,1036
1675,1816
1676,922
1677,397
1678,1924
1679,720
1680,247
1681,495
1682,401
1683,1082
1684,494
1685,1438
1686,368
1687,735
1688,1515
1689,327
1690,1629
1691,915
1692,1404
1693,320
1694,1632
1695,1635
1696,1828
1697,1824
1698,903
1699,1698
1700,1273
1701,527
1702,37
1703,1963
1704,1610
1705,1488
1706,1967
1707,1280
1708,165
1709,1199
1710,1145
1711,1449
1712,753
1713,1362
1714,1090
1715,858
1716,1509
1717,645
1718,1160
1719,733
1720,420
1721,1747
1722,60
1723,1772
1724,767
1725,1980
1726,595
1727,1417
1728,1528
1729,1701
1730,1790
1731,1236
1732,624
1733,1753
1734,925
1735,965
1736,527
1737,1345
1738,1085
1739,1931
1740,964
1741,185
1742,932
1743,232
1744,750
1745,1460
1746,1042
1747,936
1748,938
1749,1944
1750,466
1751,12
1752,1682
1753,1385
1754,951
1755,1686
1756,1567
1757,494
1758,369
1759,1036
1760,10
1761,755
1762,1485
1763,1673
1764,1928
1765,1465
1766,518
1767,90
1768,1715
1769,260
1770,244
1771,1466
1772,1952
1773,1312
1774,352
1775,144
1776,1558
1777,873
1778,1377
1779,1685
1780,705
1781,526
1782,1058
1783,8
1784,1580
1785,804
1786,1693
1787,492
1788,388
1789,857
1790,1696
1791,1934
1792,1981
1793,116
1794,1611
1795,1404
1796,1702
1797,197
1798,1182
1799,1623
1800,621
1801,496
1802,789
1803,1629
1804,1119
1805,1090
1806,659
1807,1580
1808,1127
1809,161
1810,824
1811,60
1812,1778
1813,1493
1814,1989
1815,1929
1816,1855
1817,642
1818,719
1819,1693
1820,1908
1821,743
1822,960
1823,1310
1824,457
1825,1410
1826,621
1827,1275
1828,325
1829,1553
1830,703
1831,1349
1832,566
1833,1883
1834,1915
1835,1342
1836,1135
1837,1394
1838,1822
1839,755
1840,593
1841,1353
1842,864
1843,885
1844,1487
1845,225
1846,1496
1847,602
1848,255
1849,1924
1850,1973
1851,157
1852,1209
1853,1760
1854,1274
1855,1966
1856,1668
1857,1684
1858,1690
1859,1903
1860,691
1861,141
1862,1525
1863,1250
1864,1288
1865,98
1866,1008
1867,931
1868,262
1869,624
1870,1550
1871,1388
1872,381
1873,521
1874,1719
1875,1996
1876,584
1877,403
1878,559
1879,1695
1880,515
1881,1611
1882,855
1883,757
1884,1832
1885,152
1886,1795
1887,31
1888,349
1889,253
1890,1874
1891,181
1892,1975
1893,112
1894,892
1895,1410
1896,49
1897,1738
1898,107
1899,581
1900,835
1901,838
1902,1083
1903,761
1904,152
1905,517
1906,193
1907,625
1908,1720
1909,1634
1910,1051
1911,789
1912,811
1913,1240
1914,1924
1915,1189
1916,404
1917,781
1918,1177
1919,883
1920,290
1921,1085
1922,1766
1923,1150
1924,1932
1925,450
1926,1641
1927,1450
1928,1272
1929,914
1930,1173
1931,827
1932,1642
1933,197
1934,739
1935,992
1936,1954
1937,1528
1938,392
1939,1614
1940,1846
1941,1222
1942,1095
1943,1919
1944,1957
1945,1213
1946,656
1947,1439
1948,1172
1949,1415
1950,624
1951,196
1952,980
1953,1000
1954,1566
1955,1857
1956,436
1957,1873
1958,1850
1959,1094
1960,789
1961,497
1962,1334
1963,473
1964,62
1965,1700
1966,1869
1967,1097
1968,399
1969,1325
1970,1996
1971,1837
1972,170
1973,682
1974,470
1975,1309
1976,810
1977,1503
1978,35
1979,1495
1980,732
1981,1521
1982,169
1983,790
1984,482
1985,130
1986,1383
1987,1521
1988,1105
1989,1086
1990,640
1991,456
1992,1886
1993,1036
1994,1083
1995,205
1996,1079
1997,170
1998,435
1999,1806
2000,191
2001,1121
2002,1533
2003,1345
2004,1495
2005,1844
2006,1142
2007,235
2008,1253
2009,766
2010,160
2011,14
2012,248
2013,1645
2014,805
2015,1258
2016,398
2017,322
2018,412
2019,1119
2020,705
2021,390
2022,1662
2023,21
2024,91
2025,107
2026,309
2027,3
2028,1461
2029,758
2030,280
2031,684
2032,1150
2033,1499
2034,823
2035,1931
2036,1755
2037,1776
2038,1996
2039,368
2040,423
2041,431
2042,1125
2043,1274
2044,763
2045,1525
2046,409
2047,1278
2048,666
2049,1705
2050,1041
2051,1941
2052,436
2053,136
2054,630
2055,989
2056,1573
2057,1945
2058,50
2059,1709
2060,677
2061,216
2062,1322
2063,1077
2064,37
2065,1849
2066,1744
2067,1929
2068,1056
2069,1646
2070,1978
2071,1696
2072,1956
2073,503
2074,1235
2075,339
2076,1255
2077,1022
2078,1416
2079,1469
2080,1618
2081,1601
2082,593
2083,1498
2084,1320
2085,1790
2086,841
2087,1846
2088,945
2089,1674
2090,995
2091,1036
2092,1118
2093,1020
2094,244
2095,196
2096,1838
2097,1575
2098,117
2099,729
2100,1779
2101,1411
2102,1844
2103,1468
2104,94
2105,1476
2106,1318
2107,823
2108,1688
2109,1532
2110,696
2111,1246
2112,1752
2113,67
2114,784
2115,550
2116,1220
2117,1965
2118,1735
2119,491
2120,1435
2121,728
2122,1615
2123,1336
2124,485
2125,382
2126,1185
2127,409
2128,1115
2129,1546
2130,624
2131,955
2132,1603
2133,1057
2134,583
2135,1188
2136,1771
2137,86
2138,1350
2139,582
2140,1272
2141,1289
2142,6
2143,1594
2144,1323
2145,1202
2146,113
2147,285
2148,688
2149,997
2150,407
2151,731
2152,1310
2153,248
2154,381
2155,1851
2156,614
2157,560
2158,1941
2159,494
2160,1764
2161,1063
2162,1212
2163,404
2164,513
2165,61
2166,209
2167,1020
2168,682
2169,1806
2170,1877
2171,1551
2172,1672
2173,292
2174,25
2175,233
2176,1518
2177,547
2178,204
2179,1979
2180,738
2181,1576
2182,919
2183,304
2184,952
2185,1884
2186,1516
2187,264
2188,332
2189,1073
2190,22
2191,426
2192,1027
2193,1153
2194,317
2195,1169
2196,605
2197,694
2198,342
2199,574
2200,1023
2201,172
2202,766
2203,1609
2204,994
2205,223
2206,1042
2207,225
2208,1746
2209,468
2210,137
2211,335
2212,1389
2213,1601
2214,596
2215,1869
2216,1136
2217,1880
2218,1656
2219,1277
2220,1313
2221,1852
2222,552
2223,1770
2224,553
2225,621
2226,1924
2227,449
2228,1812
2229,1669
2230,1407
2231,659
2232,1789
2233,512
2234,956
2235,44
2236,170
2237,1534
2238,1217
2239,1160
2240,1858
2241,1017
2242,202
2243,1875
2244,1995
2245,701
2246,1316
2247,772
2248,1130
2249,672
2250,1920
2251,1446
2252,1222
2253,1846
2254,1781
2255,16
2256,20
2257,1197
2258,1780
2259,1655
2260,1160
2261,980
2262,549
2263,1330
2264,1351
2265,1813
2266,1151
2267,307
2268,1298
2269,460
2270,348
2271,1498
2272,143
2273,455
2274,810
2275,1081
2276,1471
2277,1751
2278,1781
2279,1219
2280,1845
2281,1034
2282,135
2283,70
2284,888
2285,1542
2286,1516
2287,747
2288,98
2289,635
2290,1845
2291,1763
2292,1510
2293,1305
2294,314
2295,1206
2296,1656
2297,1199
2298,1967
2299,590
2300,20
2301,1399
2302,140
2303,1645
2304,942
2305,906
2306,1965
2307,743
2308,1415
2309,1010
2310,414
2311,669
2312,1922
2313,1329
2314,816
2315,1446
2316,379
2317,663
2318,1645
2319,1250
2320,36
2321,1334
2322,956
2323,687
2324,1940
2325,196
2326,991
2327,757
2328,733
2329,185
2330,710
2331,96
2332,1369
2333,295
2334,46
2335,514
2336,475
2337,1856
2338,942
2339,808
2340,592
2341,775
2342,354
2343,273
2344,212
2345,1364
2346,1486
2347,443
2348,24
2349,59
2350,583
2351,694
2352,1648
2353,1745
2354,572
2355,600
2356,942
2357,1510
2358,501
2359,1723
2360,1705
2361,237
2362,1224
2363,116
2364,1408
2365,31
2366,91
2367,1153
2368,284
2369,86
2370,797
2371,808
2372,1047
2373,585
2374,1407
2375,1387
2376,1726
2377,1961
2378,1819
2379,475
2380,752
2381,1190
2382,920
2383,16
2384,955
2385,819
2386,691
2387,333
2388,1246
2389,1476
2390,151
2391,149
2392,718
2393,1350
2394,636
2395,978
2396,416
2397,1513
2398,272
2399,1599
2400,1123
2401,1858
2402,105
2403,1557
2404,14
2405,69
2406,823
2407,1625
2408,746
2409,90
2410,1849
2411,393
2412,1712
2413,204
2414,322
2415,1133
2416,1304
2417,1082
2418,245
2419,1
2420,1433
2421,1314
2422,61
2423,1092
2424,1942
2425,261
2426,894
2427,1860
2428,9
2429,913
2430,1681
2431,1494
2432,131
2433,1580
2434,1936
2435,275
2436,581
2437,944
2438,402
2439,1737
2440,1790
2441,561
2442,211
2443,670
2444,566
2445,1036
2446,1424
2447,329
2448,425
2449,1486
2450,1947
2451,113
2452,185
2453,1967
2454,105
2455,372
2456,891
2457,1838
2458,1137
2459,1406
2460,285
2461,1224
2462,1406
2463,712
2464,83
2465,73
2466,951
2467,1755
2468,260
2469,1305
2470,1775
2471,642
2472,882
2473,1283
2474,1292
2475,151
2476,92
2477,1872
2478,671
2479,1568
2480,1455
2481,1380
2482,1258
2483,109
2484,309
2485,872
2486,1688
2487,844
2488,1037
2489,1381
2490,1011
2491,1556
2492,773
2493,1088
2494,1077
2495,1567
2496,1736
2497,610
2498,860
2499,489
2500,1926
2501,1429
2502,1787
2503,1445
2504,1356
2505,1303
2506,1843
2507,1861
2508,996
2509,504
2510,768
2511,1460
2512,987
2513,309
2514,1425
2515,76
2516,63
2517,1115
2518,629
2519,939
2520,1974
2521,445
2522,786
2523,1600
2524,901
2525,1517
2526,497
2527,1043
2528,324
2529,355
2530,1884
2531,1339
2532,1688
2533,267
2534,214
2535,571
2536,890
2537,1512
2538,20
2539,1269
2540,1158
2541,211
2542,1305
2543,433
2544,591
2545,153
2546,1741
2547,273
2548,1766
2549,1964
2550,1487
2551,1326
2552,439
2553,234
2554,45
2555,976
2556,718
2557,1172
2558,48
2559,191
2560,1509
2561,1924
2562,1940
2563,1168
2564,868
2565,956
2566,1214
2567,664
2568,558
2569,884
2570,556
2571,766
2572,1385
2573,816
2574,848
2575,1545
2576,16
2577,1007
2578,994
2579,899
2580,1068
2581,1232
2582,822
2583,296
2584,1438
2585,1092
2586,524
2587,1001
2588,796
2589,609
2590,1843
2591,1249
2592,248
2593,1355
2594,1631
2595,504
2596,122
2597,1441
2598,1923
2599,144
2600,835
2601,742
2602,1457
2603,581
2604,1520
2605,1815
2606,438
2607,892
2608,1740
2609,1102
2610,1755
2611,28
2612,258
2613,1317
2614,1502
2615,1108
2616,1780
2617,1289
2618,471
2619,450
2620,172
2621,1441
2622,814
2623,485
2624,813
2625,550
2626,1163
2627,85
2628,701
2629,368
2630,527
2631,1905
2632,1993
2633,197
2634,468
2635,401
2636,59
2637,164
2638,1258
2639,1430
2640,993
2641,973
2642,407
2643,753
2644,937
2645,1169
2646,1885
2647,23
2648,401
2649,1480
2650,119
2651,1993
2652,295
2653,263
2654,723
2655,848
2656,1696
2657,387
2658,531
2659,849
2660,433
2661,1546
2662,683
2663,591
2664,1358
2665,112
2666,1411
2667,296
2668,1808
2669,136
2670,994
2671,1290
2672,1073
2673,1932
2674,263
2675,1957
2676,1449
2677,540
2678,723
2679,999
2680,1889
2681,760
2682,812
2683,616
2684,153
2685,450
2686,793
2687,494
2688,54
2689,1445
2690,750
2691,385
2692,1142
2693,1190
2694,510
2695,533
2696,1855
2697,1076
2698,212
2699,498
2700,526
2701,1302
2702,1324
2703,931
2704,1858
2705,1255
2706,1900
2707,1658
2708,1975
2709,1831
2710,101
2711,1264
2712,576
2713,80
2714,1326
2715,528
2716,1399
2717,987
2718,969
2719,295
2720,876
2721,830
2722,996
